OBJECTID,Park Name,Property Management Area,SE_ANNO_CAD_DATA,PARKSBND_AREA,ORIG_FID,Spatial Data Quality Level,GLOBALID,GIS_CREATOR,GIS_CRT_DT,GIS_EDITOR,GIS_EDT_DT,x,y
69861,CHINATOWN/ID HUB URBAN VILLAGE,4489,System.Byte[],11670.251827,81,QL-D3,076a81df-2c95-4b88-b743-a7cee1a2377b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274638.99263281,221927.972608045
69862,CHINOOK BEACH PARK,421,System.Byte[],104326.73773,82,QL-D3,a2e13095-f55d-4cb9-a41d-5fbc8a854a47,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1288317.09421356,192990.203055888
69863,CHINOOK PASSAGE NATURAL AREA ON THORNTON CREEK,4620,System.Byte[],108667.925032,83,QL-D3,89065512-0656-4d5c-a1cc-595f3a1facad,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1284616.24990922,257615.044606462
69864,CHRISTIE PARK,595,System.Byte[],9973.348762,84,QL-D3,afa1b695-74d4-4eac-bfe2-1f12492e4599,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274301.54350457,244004.676486045
69865,CITY HALL PARK,306,System.Byte[],41161.784431,85,QL-D3,931c287e-180d-4ddf-86bd-29d3954a526f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271233.97778931,223188.894954965
69866,CLEVELAND PLAYFIELD,404,System.Byte[],112311.408358,86,QL-D3,64b33165-a0cf-4a24-ad2b-42e9af7c8ccf,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274417.59871864,204882.28688322
69867,COE PLAY PARK,3985,System.Byte[],7012.701527,87,QL-D3,b0fe078b-250e-487d-ac58-fd3082dc4be8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1262611.6607164,237253.678177044
69868,COLLEGE STREET PARK,3922,System.Byte[],18209.345946,88,QL-D3,1a8d8b33-f855-4589-a2d1-87adc4ccb06b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279796.77201539,215974.002888724
69869,COLLEGE STREET RAVINE,260,System.Byte[],116624.111356,89,QL-D3,778b88e0-8013-4196-94f6-419e49ab6386,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1254737.97633256,216693.3954788
69870,COLMAN PARK,405,System.Byte[],585621.460486,90,QL-D3,f0b669a2-f9a9-4685-9207-6f1e8d597b27,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1280573.06278564,217395.477079883
69871,COLMAN PLAYGROUND,406,System.Byte[],121974.96758,91,QL-D3,0bbadf24-cdd4-4539-8010-e5d27fc7bd15,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278019.56986114,217805.99988088
69872,COLUMBIA PARK,4034,System.Byte[],113695.5683,92,QL-D3,10a0c35f-0d5c-457f-a666-7555070f6bc5,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281421.39967164,207587.070187554
69873,COMMODORE PARK,308,System.Byte[],210117.80818,93,QL-D3,178792eb-febc-4b44-a390-1f4ab801ff20,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1254372.71000272,246639.974693134
69874,CONDON WAY CENTERSTRIP,4030,System.Byte[],23988.474082,94,QL-D3,810e5880-17a1-45c7-9d08-81536ac1f339,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1255103.03990689,236913.032204807
69875,CORLISS PLACE,4017,System.Byte[],6585.786827,95,QL-D3,be198c3b-210f-420b-acfc-93776607aef6,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271436.43604581,246234.263562307
69876,CORMORANT COVE,295,System.Byte[],85672.473152,96,QL-D3,9373bac4-4d48-4e33-816d-44ef4cf50e85,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1250722.67005873,212274.662190303
69877,COTTAGE GROVE PARK,4462,System.Byte[],47775.668994,97,QL-D3,ae351f82-1d75-42b6-82b8-3c1571047b74,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1262172.90076715,205981.405419886
69878,COUNTERBALANCE PARK,4438,System.Byte[],12018.517086,98,QL-D3,a7bf0938-300d-47c3-994b-1a4e56986834,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1264880.90453747,231945.527376056
69879,COWEN PARK,483,System.Byte[],367550.698959,99,QL-D3,f5d6efd4-2d16-49f5-b564-c09adc1fade8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1275873.44390406,248847.18517372
69880,CRESCENT PLACE,4018,System.Byte[],846.248358,100,QL-D3,cd7d28d0-8fac-4294-baf1-9b6ae2df8498,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271040.71636482,253217.135423303
69881,CROWN HILL GLEN,4070,System.Byte[],15706.569184,101,QL-D3,f5c7b33c-178a-499c-b10f-d87857846e3b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1259198.66524582,256875.615967214
69882,CROWN HILL PARK,4469,System.Byte[],74517.436972,102,QL-D3,bff71453-4eab-40fc-9924-cf9101f30711,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1261189.71736605,257878.955495968
69883,DAEJEON PARK,4400,System.Byte[],150528.15348,103,QL-D3,3a342c17-0140-43ea-8938-2ae6a00f3667,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1275533.03972922,219409.05179289
69884,DAHL (WALDO J.) PLAYFIELD,499,System.Byte[],630359.036816,104,QL-D3,db8319f1-4b24-486a-a4de-73564d369721,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279351.68760373,253403.388987795
69885,DAKOTA PLACE PARK,575,System.Byte[],20438.687524,105,QL-D3,ce39edd0-cc14-4016-83ff-5f28ab7695d2,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1256844.0718579,210664.679189801
69886,DAVID RODGERS PARK,331,System.Byte[],414816.85145,106,QL-D3,180b62c4-06d6-4117-ac94-3e82c8452703,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1264235.35136664,238695.333430216
69887,DEARBORN PARK,408,System.Byte[],312713.683436,107,QL-D3,75bdfdb0-02f3-4d17-b26f-e68599896da0,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279376.0264658,205161.489408806
69888,DELRIDGE AND MYRTLE,4423,System.Byte[],130796.483551,108,QL-D3,59045912-0656-4c2c-815a-3c4afc66c5f4,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1263306.59436589,200700.223725051
69889,DELRIDGE PLAYFIELD,450,System.Byte[],610313.920117,109,QL-D3,3ee1b095-d14a-481f-86b4-a7b179512f59,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1262441.33231689,209067.643669963
69890,DELRIDGE WETLAND,623,System.Byte[],20015.674527,110,QL-D3,df380d89-c4f4-44e9-ad2f-d25e41b2e441,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1262925.41369781,204940.730992049
69891,DEMONSTRATION GARDEN,3883,System.Byte[],23526.583321,111,QL-D3,ff08d3c3-68de-48ab-a08b-98d24ccb6e5a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271112.76346481,245577.056215301
69892,DENNY BLAINE LAKE PARK,3980,System.Byte[],8159.803637,112,QL-D3,f8572023-e0f9-4804-a2f4-2ef81eeb5f96,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1282454.57280214,228924.045230046
69893,DENNY BLAINE PARK,3982,System.Byte[],24445.859522,113,QL-D3,bbb89bc3-5bf2-4072-8080-7035e26bbd14,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1283586.76115456,229534.499389723
69894,DENNY PARK,309,System.Byte[],201514.352652,114,QL-D3,c2499eab-9df7-42ba-8639-f829d2d9e68f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1268600.01947457,229482.071673051
69895,DISCOVERY PARK,0,System.Byte[],852536.578301,115,QL-D3,1b343d36-5807-42c8-932d-3b1d38818f0b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1250331.31158948,247487.784021139
69896,DISCOVERY PARK,310,System.Byte[],22549978.403008,116,QL-D3,318e5e8a-621d-4114-b248-95380c45d2fc,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1250156.25550914,243823.382885382
69897,DISCOVERY PARK,2952,System.Byte[],26776.073634,117,QL-D3,d13015e7-05b9-4c79-9222-4f1f6c498062,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1246054.83982748,245604.38719739
69898,DISCOVERY PARK,4470,System.Byte[],393363.129201,118,QL-D3,9dcc6c80-67ad-4d3d-b871-ddb9f3379f2f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1251698.45124364,245854.909662217
69899,DISCOVERY PARK,16548,System.Byte[],87273.742285,119,QL-D3,658d71a4-4053-48e5-86bc-1b6bc4e54780,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1245819.25827764,245518.099640295
69900,DISCOVERY PARK BOULEVARD,4470,System.Byte[],289907.920446,120,QL-D3,bae4a1f0-d68a-4c3c-a199-6f8aa7bf7d11,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1250399.13461655,245016.7719028
69901,DISCOVERY PARK TIDELANDS,2952,System.Byte[],13341754.569291,121,QL-D3,030ea0b8-1fbc-4695-ba8a-296afb005d5d,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1246073.9162329,243177.204387724
69902,DON ARMENI PARK,3917,System.Byte[],209010.313459,122,QL-D3,09de136b-cc32-4095-8132-9e57d7a036f4,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258201.37557372,220122.667819723
69903,DONNIE CHIN INTERNATIONAL CHILDREN'S PARK,364,System.Byte[],9987.897945,123,QL-D3,356b4529-213e-4153-b7fd-509c33cb550c,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1272791.59180006,221289.178938136
69904,DR. BLANCHE LAVIZZO PARK,395,System.Byte[],89977.788562,124,QL-D3,7922bcfd-a097-4c9c-b599-e0e97b73576e,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1277514.73655322,222410.835815549
69905,DR. JOSE RIZAL PARK,433,System.Byte[],416913.09509,125,QL-D3,cf49c194-ffc5-4fed-84e7-84e03774ba4a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273985.76690514,219727.951089472
69906,DUWAMISH HEAD GREENBELT,284,System.Byte[],901976.710719,126,QL-D3,b575caf2-7cf8-41eb-bc0b-94005ab6f01c,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260127.52099964,214999.390336633
69907,DUWAMISH HEAD GREENBELT,451,System.Byte[],1150735.659505,127,QL-D3,c8ba7e67-0e97-4df4-bb32-66384a8117bf,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258732.51722798,217202.739932552
69908,DUWAMISH HEAD GREENBELT,454,System.Byte[],827544.945853,128,QL-D3,7730e8da-cdf3-474a-962a-a35e5e2ae74a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1255404.6672564,218497.471595049
69909,DUWAMISH WATERWAY PARK,705,System.Byte[],107986.692379,129,QL-D3,a0cb5d58-3e89-4c84-bf87-fa6850f68827,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273363.13429214,197225.447210044
69910,E.C. HUGHES PLAYGROUND,458,System.Byte[],276560.46612,130,QL-D3,3a87c70a-1e57-4cf0-aad1-effbc1e3f612,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260945.40781531,198139.001813382
69911,EAST DUWAMISH GREENBELT,283,System.Byte[],198923.191123,131,QL-D3,0b00b445-9eb4-4820-ac72-3980ebaed128,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273818.84565106,217606.236828968
69912,EAST DUWAMISH GREENBELT,430,System.Byte[],567162.796314,132,QL-D3,d0f9f9c0-02b6-4862-91d8-528ed649a93a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274028.14411698,215188.829262212
69913,EAST DUWAMISH GREENBELT,442,System.Byte[],1936661.327365,133,QL-D3,c0d3b376-ba45-4232-941a-84fd723e5c6a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1280352.58094314,195752.321219295
69914,EAST DUWAMISH GREENBELT,443,System.Byte[],820557.834124,134,QL-D3,6912ce62-f1dd-4c63-bfd8-4362a7d69930,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281345.03105798,191675.42812638
69915,EAST DUWAMISH GREENBELT,3925,System.Byte[],262564.700611,135,QL-D3,98431a15-ac1b-435f-84fb-b449cc7938fd,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273641.76234381,210113.997220308
69916,EAST DUWAMISH GREENBELT,4046,System.Byte[],167559.353495,136,QL-D3,a4c07979-aaac-43a3-8a81-49d693c27ff9,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1283761.50621189,192217.19311896
69917,EAST MONTLAKE PARK,374,System.Byte[],332149.278077,137,QL-D3,b6017d22-15a0-4377-a312-c971a4ca37b1,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278867.61015981,239105.261088043
69918,EAST PORTAL VIEWPOINT,4241,System.Byte[],315731.798306,138,QL-D3,528f0c7f-18a2-4e89-9dfe-7ce0600de436,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281508.22430114,218687.071609557
69919,EAST QUEEN ANNE PLAYGROUND,329,System.Byte[],60038.357492,139,QL-D3,f4f0ff1c-5eec-414b-bc6e-2db80862d3ba,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1265581.56488156,235746.89050822
69920,EASTMONT PLACE,4012,System.Byte[],1485.901959,140,QL-D3,545d929d-e44b-45b2-959e-d167112744b1,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1252828.74753948,236562.573260054
69921,ELLA BAILEY PARK,318,System.Byte[],106301.357333,141,QL-D3,f3cfaf71-fb58-402e-99ad-ce8b52341f1c,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1256427.39716631,237552.154286131
69922,EMMA SCHMITZ MEMORIAL OVERLOOK,3920,System.Byte[],758109.184544,142,QL-D3,5a03ced7-f2e3-4183-88a4-31f0d7dfa2a9,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1251889.34751539,209301.259344473
69923,ENDOLYNE PARK,1653,System.Byte[],5504.538446,143,QL-D3,5648eddc-3c0b-4e99-bf05-b76af7630b82,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1254675.61294022,191603.84690471
69924,ERCOLINI PARK,4454,System.Byte[],23499.064591,144,QL-D3,61166451-2572-46a6-afbe-7ec397c599c0,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1255343.56403214,208725.851374552
69925,FAIRMOUNT PARK,4410,System.Byte[],143964.347201,145,QL-D3,655e4633-b396-4d62-87bd-6ab10595eaf3,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258163.37532164,215499.607183963
69926,FAIRMOUNT PLAYGROUND,452,System.Byte[],229098.317547,146,QL-D3,b6ce0f36-4d2a-4198-ac47-5dabe96ebfc4,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258382.71871498,205938.076438308
69927,FAIRVIEW PARK,2975,System.Byte[],44896.587301,147,QL-D3,bc29b8eb-2c41-46cd-b448-6b927bd08ca1,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1272861.16646406,239872.676219881
69928,FAIRVIEW WALKWAY,4155,System.Byte[],21729.405651,148,QL-D3,cfd317e0-83fe-4fcb-940c-96d2b1c2449d,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271900.96759705,233834.034097716
69929,FAUNTLEROY CREEK RAVINE,3149,System.Byte[],8367.044213,149,QL-D3,723769ef-6577-4750-87f2-085a2e882f8e,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1255235.61017981,194457.365475878
69930,FAUNTLEROY PARK,453,System.Byte[],1407974.50671,150,QL-D3,f191eeb7-8930-442b-9a01-d02bcade2850,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1257307.09094498,193296.381577387
69931,FAUNTLEROY PLACE,3921,System.Byte[],2973.263269,151,QL-D3,452d3afe-21df-4f1b-90bc-e37022ea4845,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258623.27564856,209097.964475468
69932,FIREHOUSE MINI PARK,351,System.Byte[],14507.712417,152,QL-D3,25034773-6d48-41c2-8bae-5cb931f4bea6,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1276536.50327347,225430.800248057
69933,FIRST HILL PARK,3910,System.Byte[],9450.978449,153,QL-D3,2c532c1f-91dc-4f35-bc64-269b268e643a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1272379.50797856,226773.387457877
69934,FLETCHER PLACE,3948,System.Byte[],2715.858697,154,QL-D3,6ed5579f-7caa-4c63-b32d-96dc63fbd8c3,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1287541.53867806,192623.686728552
69935,FLICKER HAVEN NATURAL AREA ON THORNTON CREEK,4618,System.Byte[],359123.686376,155,QL-D3,bd2efd58-da82-4f07-a013-30db552e7ed8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274676.56211148,267654.521246627
69936,FLO WARE PARK,363,System.Byte[],21521.651769,156,QL-D3,2897116f-43cc-4926-b7e0-db48cb24a74a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279605.41380231,222128.910198301
69937,FOSTER ISLAND (WASH. PARK),393,System.Byte[],1360732.246546,157,QL-D3,10f9fff5-c019-457b-b9a5-d10ef5d5ed18,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281060.91515639,238131.630817473
69938,FRED HUTCHINSON PLAYGROUND,439,System.Byte[],190877.596056,158,QL-D3,c8f86e48-8424-4ddd-b880-4135f5d007b8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1287861.25063705,190873.7089293
69939,FREMONT CANAL PARK,4011,System.Byte[],29875.484846,159,QL-D3,00e44ccf-00a3-4d21-adcb-d3c91c1d4285,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1264695.6683594,241468.364957631
69940,FREMONT PEAK PARK,4424,System.Byte[],24453.072258,160,QL-D3,ddb91a01-0a20-42a0-84d1-4ef32b614266,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1265051.16403948,244867.153107554
69941,FRINK PARK,392,System.Byte[],734226.483029,161,QL-D3,805af17d-7a69-46b0-8016-b13711a358dd,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1280674.32373798,221963.591959387
69942,FRITZ HEDGES WATERWAY PARK,4490,System.Byte[],156853.34531,162,QL-D3,f3f68b77-79bd-4780-897b-cf37ba36a299,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274980.72587323,241317.967620641
69943,FROULA PLAYGROUND,287,System.Byte[],115518.346618,163,QL-D3,00da6cb8-0e26-41c8-a452-4912f6d73f0b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1275772.99102098,251721.77194421
69944,GARFIELD PLAYFIELD,353,System.Byte[],366547.406656,164,QL-D3,b222bee8-9cb6-420b-a5f5-60228ca41a5a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278296.81340115,224911.529304966
69945,GARFIELD PLAYFIELD,3115,System.Byte[],5901.832226,165,QL-D3,ad0b8658-495f-446d-82c9-b57ca16afb6a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1277864.57804514,224516.309294879
69946,GARFIELD TEEN LIFE CENTER,4625,System.Byte[],9329.271759,166,QL-D3,1b5a8714-a3ed-41ba-b8ff-5f1577f954a9,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278204.93431981,224584.056206629
69947,GAS WORKS PARK,293,System.Byte[],930101.62236,167,QL-D3,5cbbb9f2-83fa-4b0d-a128-c641e097a261,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1270283.95081797,239139.032674044
69948,GEMENSKAP PARK,4619,System.Byte[],20645.014893,168,QL-D3,b8df4816-3f1b-489a-bfd4-8196edbf352e,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260979.98189314,248919.507535636
69949,GENESEE PARK AND PLAYFIELD,409,System.Byte[],2512343.762855,169,QL-D3,d75b1bdc-ac91-4526-b373-138bc1b89dcd,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1283766.09150456,210213.379895553
69950,GEORGETOWN PLAYFIELD,410,System.Byte[],230145.849021,170,QL-D3,53d2ad55-1728-4fbb-b175-292fe1e1cd07,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1272970.22890997,204766.643741801
69951,GEORGETOWN PUMP STATION,635,System.Byte[],11717.360773,171,QL-D3,f7e8199b-4d3b-43ad-b096-cfd3b9f9bda0,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1272489.53695798,198896.413684383
69952,GERBER PARK,3759,System.Byte[],7126.962854,172,QL-D3,c40d4235-0302-4a8e-bcd1-17e3ed9c1b6f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279489.40648839,225104.871109888
